Jugador,puntos,asistencias,rebotes,libres,dobles,triples,robos,score_global,Partidos_Jugados,Rank_puntos_Total,Rank_asistencias_Total,Rank_rebotes_Total,Rank_libres_Total,Rank_dobles_Total,Rank_triples_Total,Rank_robos_Total,Rank_score_global_Total,Torneo,picture
FERMIN ARIZU,11.833333333333334,0.6666666666666666,3.3333333333333335,2.3333333333333335,2.0,1.8333333333333333,0.6666666666666666,16.5,6,57,66,131,21,75,23,72,115,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FERNANDEZ CALI FRANCO,0.3333333333333333,0.0,2.166666666666667,0.0,0.16666666666666666,0.0,0.5,3.0,4,244,89,165,89,130,86,77,319,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FERNANDO ABRAHAM ROSARIO,3.0,0.0,6.0,1.0,1.0,0.0,2.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/4zNaz1fxaiK3YGi8DTgzGB.jpg
FERNANDO ARIEL LISERI,4.0,1.75,4.0,0.25,0.0,1.25,1.75,11.5,4,176,26,108,82,133,38,29,186,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FERNANDO GABRIEL PERI,4.4,1.4,8.6,1.5,1.45,0.0,1.45,15.85,7,168,32,32,40,90,86,39,124,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/i16aNhTCL4j8TC2wdK6EY4.jpg
FERNANDO GOMEZ MARCOLIN,2.25,0.375,2.0,0.0,0.375,0.5,0.25,4.875,6,209,79,168,89,123,65,89,296,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FERNANDO LANDGRAF,1.75,1.0,3.0,0.25,0.75,0.0,0.5,6.25,4,218,52,142,82,114,86,77,270,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FERNANDO MALGRANDE,1.3333333333333333,0.3333333333333333,3.1666666666666665,0.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,5.5,6,227,81,136,89,130,75,72,286,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FERRANTE IGNACIO,4.0,0.0,3.0,0.0,2.0,0.0,1.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FIASCHE YOEL,7.333333333333333,0.6666666666666666,8.666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,18.666666666666668,3,117,66,31,65,62,57,25,92,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/x8D262K7CYKdLDyznncLnU.jpg
FLORES GARCIA EMILIANO,16.0,0.0,7.5,0.0,2.0,4.0,1.5,25.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO AMURA,6.5,1.5,3.25,1.75,1.25,0.75,1.25,12.5,4,131,30,133,31,100,55,47,171,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bpHUh3achiNyT336b58pma.jpg
FRANCISCO BAHAMONDE VERDEJO,8.0,0.0,5.0,0.0,4.0,0.0,2.0,15.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO CHARADIA,7.0,1.0,8.0,0.5,2.5,0.5,2.0,18.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/wXjc7dzhGf1eBBY5CbFytS.jpg
FRANCISCO DE LUCAS,3.0,0.6666666666666666,4.666666666666667,0.0,0.0,1.0,1.0,9.333333333333334,3,193,66,91,89,133,44,57,224,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO DENIS,2.5,0.25,2.75,0.0,1.25,0.0,0.25,5.75,4,204,83,149,89,100,86,89,281,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO DJEBIGUZELIAN,4.0,0.5,2.3333333333333335,0.0,0.5,1.0,0.6666666666666666,7.5,6,176,74,160,89,120,44,72,252,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eZymfVPVvAHKPseznuvRLU.jpg
FRANCISCO FABIAN VEGA,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO FRANCO MILERA,4.25,1.0,4.0,0.25,1.25,0.5,0.5,9.75,4,173,52,108,82,100,65,77,216,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO GARAYCOECHEA,11.0,2.3333333333333335,8.333333333333334,2.6666666666666665,2.6666666666666665,1.0,2.3333333333333335,24.0,3,67,17,35,17,54,44,20,44,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rEMqEhhWHTVJSkQQzRnBzJ.jpg
FRANCISCO KATS,17.5,1.5,5.0,3.75,5.75,0.75,1.5,25.5,4,17,30,85,7,11,55,36,33,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO LEIVA,1.0,0.0,1.5,0.0,0.5,0.0,0.0,2.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO MANUEL FORLIZZI,1.25,0.25,3.0,0.0,0.25,0.25,0.75,5.25,4,228,83,142,89,128,78,67,290,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO MATIAS MIE LURASCHI,1.2,0.6,2.2,0.0,0.6,0.0,0.0,4.0,5,230,70,164,89,119,86,95,309,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO MUNYAU,4.333333333333333,0.6666666666666666,4.666666666666667,0.3333333333333333,2.0,0.0,0.6666666666666666,10.333333333333334,3,171,66,91,77,75,86,72,206,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO PORRES,0.4,0.6,5.0,0.0,0.2,0.0,0.6,6.6,5,242,70,85,89,129,86,74,264,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/5PLGX1Qe9fE8wVs1CZ6gRm.jpg
FRANCISCO RAMOS,4.0,0.6,2.6,0.2,1.6,0.2,1.4,8.6,5,176,70,153,83,88,79,42,235,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO ROBLEDO LOPEZ,6.0,1.0,4.0,0.0,1.5,1.0,2.0,13.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/uQLvbkEVAY8YvVAV6to9SW.jpg
FRANCISCO ROCCHI PELLEGRINI,4.0,2.0,8.0,0.0,2.0,0.0,1.0,15.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/s8rLaThhUFL2jYfihr1ztq.jpg
FRANCISCO ROSSI,0.5,0.5,5.5,0.5,0.0,0.0,0.5,7.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/c5nM241Wy4VbbzxUjoEper.jpg
FRANCISCO TROZZOLI,8.75,0.5,3.5,0.25,3.5,0.5,1.5,14.25,3,95,74,127,82,42,65,36,145,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCISCO VALENTINI,3.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,5.666666666666667,3,193,81,160,65,116,75,95,283,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/ndtQXa1Lq1vSrSXB8Q2Crc.jpg
FRANCISCO VERZIERA,2.0,0.4,1.4,0.0,1.0,0.0,0.4,4.2,5,215,78,180,89,109,86,82,308,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7em6dHEMTZHkvA57aBie5A.jpg
FRANCO  RAMIREZ,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.0,0.6666666666666666,0.0,0.6666666666666666,5.333333333333333,3,227,66,151,89,116,86,72,289,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO ALEJANDRO MESTRONI,3.5,2.0,3.5,1.5,1.0,0.0,1.5,10.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO AMENDOLA,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,0.0,0.0,3.6666666666666665,3,227,81,168,65,124,86,95,313,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO AUGUSTO MUZZILLO,2.6666666666666665,0.0,2.3333333333333335,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,5.333333333333333,3,201,89,160,89,124,57,84,289,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO BACH,7.75,0.5,7.0,0.75,3.5,0.0,1.75,17.0,4,109,74,53,62,42,86,29,111,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO BETTEO,4.5,0.0,1.0,0.0,1.5,0.5,1.5,7.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO BUCCIERI,7.0,0.0,2.0,1.0,3.0,0.0,2.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO CABALLERO BURGOS,12.125,0.25,10.0,2.25,4.75,0.125,1.25,23.625,8,54,83,18,22,21,82,47,46,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO DE PASQUALE,4.0,0.6666666666666666,4.0,0.6666666666666666,1.6666666666666667,0.0,0.6666666666666666,9.333333333333334,3,176,66,108,65,84,86,72,224,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO DUARTE ARAUZ,9.25,0.25,3.25,1.25,3.25,0.5,3.5,16.25,4,90,83,133,47,46,65,6,118,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO FERNANDEZ,1.25,0.25,0.25,0.0,0.25,0.25,0.0,1.75,4,228,83,195,89,128,78,95,333,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO FONTEIRIZ,6.333333333333333,2.3333333333333335,6.666666666666667,1.6666666666666667,2.3333333333333335,0.0,1.6666666666666667,17.0,3,133,17,58,34,62,86,31,111,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO GABRIEL SAHUQUILLO,13.5,2.0,18.0,3.0,4.5,0.5,4.5,38.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO GABRIEL SMURRA,8.4,1.2,4.6,2.0,2.6,0.4,1.6,15.8,5,101,43,94,28,56,72,33,125,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO GARCIA,3.9,1.4,5.2,0.6,1.5,0.1,5.4,15.9,6,177,32,82,68,89,83,1,123,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mDDXR3AaZcKdychjJWQrdT.jpg
FRANCO GIORDANO,4.0,0.0,1.0,0.0,2.0,0.0,1.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO GIULIANO CAPECE,1.4,0.4,3.4,0.0,0.4,0.2,0.4,5.6,5,224,78,129,89,122,79,82,285,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bMRMXNFqKJttdHJqopYWaC.jpg
FRANCO IMANOL ACHAVAL,4.5,0.0,6.5,0.0,1.5,0.5,1.0,12.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO LEVINGTON,4.333333333333333,0.3333333333333333,3.5,0.5,1.6666666666666665,0.16666666666666666,0.3333333333333333,8.5,6,171,81,127,72,85,80,84,237,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO MARTIN GARABENTO,3.0,0.625,6.375,0.75,1.125,0.0,0.875,10.875,8,193,68,64,62,104,86,62,195,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO MARTINEZ,3.3333333333333335,0.0,2.0,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,5.666666666666667,3,189,89,168,65,97,86,84,283,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO MORENO,2.7,0.9,6.5,1.1,0.8,0.0,0.3,10.4,6,199,55,62,52,113,86,86,205,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mDDXR3AaZcKdychjJWQrdT.jpg
FRANCO ORTIZ,2.0,0.0,8.0,0.0,1.0,0.0,2.0,12.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO RAFFIN,5.2,0.6,4.8,0.8,1.6,0.4,0.4,11.0,5,154,70,89,61,88,72,82,194,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO RODAS,5.0,0.0,1.6666666666666667,0.0,2.0,0.3333333333333333,0.0,6.666666666666667,3,159,89,176,89,75,75,95,263,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO RODRIGO,0.0,0.3333333333333333,5.0,0.0,0.0,0.0,1.0,6.333333333333333,3,246,81,85,89,133,86,57,269,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANCO TARASCA,12.5,0.5,7.5,2.0,4.5,0.5,1.0,21.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6vADWeddfmEUZXshHxa2GH.JPG
FRANCO ZABALA,8.0,2.0,11.0,0.0,4.0,0.0,1.0,22.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
FRANKLIN RADA,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/jM5EkJ1ZPJhUR2ScCyTzch.jpg
FREI MEYER PEDRO,10.0,0.5,7.0,2.0,2.5,1.0,2.5,20.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GABRIEL AGUSTIN LA PORTA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GABRIEL CHAPT,6.0,1.0,6.0,2.0,2.0,0.0,1.0,14.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GABRIEL FERNANDEZ BIRCZ,2.0,0.375,5.875,0.875,0.375,0.125,1.125,9.375,6,215,79,69,59,123,82,53,223,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GABRIEL FUENTES,0.0,0.75,3.75,0.0,0.0,0.0,1.75,6.25,4,246,63,119,89,133,86,29,270,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GABRIEL HERSKOVITS,0.0,0.5,2.25,0.0,0.0,0.0,0.25,3.0,4,246,74,163,89,133,86,89,319,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/cjA9nV7aHbTqQ8E8uf8LpK.jpg
GABRIEL HUAMAN,3.8,0.2,4.0,0.0,1.6,0.2,0.2,8.2,5,178,84,108,89,88,79,90,242,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GABRIEL MARCELO BERAGUA,5.0,1.5,4.5,0.0,1.0,1.0,0.5,11.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GABRIEL PAULON,6.333333333333333,1.0,2.0,0.0,1.6666666666666667,1.0,1.3333333333333333,10.666666666666666,3,133,52,168,89,84,44,44,199,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GALEANO JUAN,1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"GALMARINI, FEDERICO",11.75,2.75,1.5,1.5,2.5,1.75,0.75,16.75,4,59,11,179,40,58,25,67,113,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/4kSmfZNeg6Tt6HqCVsL6T8.jpg
GALVAN NICOLAS,3.0,1.0,3.0,1.0,1.0,0.0,1.6666666666666667,8.666666666666666,3,193,52,142,57,109,86,31,232,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GASPAR AVILA DELCEGGIO,15.4,0.4,6.0,2.4,2.0,3.0,1.0,22.8,5,28,78,68,20,75,9,57,53,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/5qFPH3yFy6wZiEBGWGHoTy.jpg
GASPAR GRECO,8.666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,11.0,3,98,81,181,77,54,44,72,194,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GASTON ADRIAN RODRIGUEZ,6.4,1.0,6.2,0.4,3.0,0.0,0.8,14.4,5,132,52,67,75,49,86,66,142,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rUBnJrQwsd2YAAZ6EfJQX7.jpg
GASTON ARIEL CROCI,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.0,0.3333333333333333,0.0,1.0,5.0,3,238,66,151,89,124,86,57,295,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dKm81nLQ5gzWfi3oCGDRbG.jpg
GASTON DANIEL PANOSSIAN,2.5,0.5,2.5,1.5,0.5,0.0,1.0,6.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GASTON DI MURO,10.0,1.0,2.0,2.0,4.0,0.0,1.0,14.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GASTON DONATO,1.0,0.0,2.5,0.0,0.5,0.0,0.0,3.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GASTON EXEQUIEL BARONE,2.0,0.0,4.0,0.0,1.0,0.0,0.5,6.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/wJ8qv7iwTdnASLxpGoAtbf.jpg
GASTON IGNACIO AGIS,3.5,0.75,1.5,0.0,1.0,0.5,1.25,7.0,4,186,63,179,89,109,65,47,258,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6QV31pFsT22KUbnV4QcLvH.jpg
GASTON LEONARDO CAMPERI,2.0,3.0,5.666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,10.666666666666666,3,215,8,73,65,116,86,95,199,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GASTON MANDELMAN,6.25,0.25,8.5,0.5,2.5,0.25,1.0,16.0,4,134,83,33,72,58,78,57,121,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GASTON MORENO,8.5,0.0,5.0,1.0,1.5,1.5,0.0,13.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GASTON RUDICH,0.75,0.25,3.5,0.75,0.0,0.0,0.0,4.5,4,237,83,127,62,133,86,95,302,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GASTON VIDUEIRO,2.25,0.5,4.0,0.0,0.75,0.25,0.5,7.25,4,209,74,108,89,114,78,77,255,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GASTON WINIAR,8.678571428571429,1.3214285714285714,7.267857142857142,0.875,3.017857142857143,0.5892857142857143,0.8035714285714286,18.07142857142857,11,97,36,48,59,48,60,65,99,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/aWaf6uqVePQd1KfqZMLk1H.jpg
GENARO SASTRE ANTONUCCI,13.0,2.0,8.0,1.0,3.0,2.0,1.0,24.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eFFbuXtiJ5ZFd3KnXA1Xgx.jpg
GENTILI CIRO,1.3333333333333333,0.0,4.0,1.3333333333333333,0.0,0.0,0.6666666666666666,6.0,3,227,89,108,45,133,86,72,275,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GERARDO LINEIRO,2.0,0.2,5.0,0.4,0.8,0.0,0.2,7.4,5,215,84,85,75,113,86,90,253,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"GEREZ, JOAQUIN",6.5,0.0,5.5,0.5,1.5,1.0,1.5,13.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GERMAN AUGUSTO CIRIGNOLI,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665,3,227,81,181,89,116,86,72,313,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GERMAN CASANOVA,5.5,0.0,3.0,1.0,0.0,1.5,1.0,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/xwJb9N19wM5id4Jstkasnu.jpg
GERMAN LUQUE,0.0,1.0,5.0,0.0,0.0,0.0,2.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GERONIMO VALLORI,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"GHILINO, QUIMEY",5.6,0.8,4.8,1.6,1.4,0.4,1.4,12.6,5,146,62,89,37,94,72,42,169,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/ajUZMfw3YNJZeg2xpd2eRx.jpg
GIAN MAXIMO BULIAN,12.0,3.0,2.0,2.0,2.0,2.0,1.0,18.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GIANFRANCO PEREZ,3.0,0.0,4.0,1.0,1.0,0.0,4.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GIANLUCA BOBBIO,6.0,2.0,6.5,1.0,2.5,0.0,2.0,16.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6MNLsBYt2qxvvPafEn4Rvm.JPG
GIANLUCA CONFORTI,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GIANLUCA MUSITANO,13.25,3.25,9.25,1.75,4.25,1.0,4.25,30.0,4,44,6,25,31,30,44,3,17,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rDiqbX2ZsKKV4z2gMr8bYK.jpg
GIMENEZ AGUSTIN,2.3333333333333335,1.0,7.333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,11.666666666666666,3,208,52,47,65,124,75,57,184,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GIOVANNI PANICHINI,5.0,0.5,7.0,1.5,1.0,0.5,0.5,13.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GIOVANNI RIVALTA,6.0,0.0,4.0,0.0,3.0,0.0,2.0,12.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/2cLjD8MCnpAhQPLmKfLqy4.jpg
GIULIANA AYLEN RAMOS SEVERINO,0.75,1.0,1.0,0.0,0.0,0.25,0.5,3.25,4,237,52,185,89,133,78,77,318,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/sLh3vA3sEvRtqkc6odgZKM.jpg
GIULIANO MAZURRA,1.2083333333333333,0.16666666666666666,3.5833333333333335,0.0,0.41666666666666663,0.125,0.29166666666666663,5.25,7,229,85,124,89,121,82,87,290,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7JcDxFFvuWASxviXRURaZG.jpg
GIULIANO TARDITI,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"GODOY, JULIAN",6.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/n7MecsQosbk9FrFJoAkMsH.jpg
GOMEZ NICOLAS,2.0,1.5,6.0,0.0,1.0,0.0,1.5,11.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mDDXR3AaZcKdychjJWQrdT.jpg
"GONZALEZ BUSTAMANTE, PEDRO",4.0,3.0,2.0,2.0,1.0,0.0,1.0,10.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
GONZALEZ ENRIQUE,4.0,4.0,2.0,0.0,2.0,0.0,1.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mDDXR3AaZcKdychjJWQrdT.jpg
