torneo,categoria,fecha_fixture,match_id,date,location,team,player,points,rebounds,assists,steals,fouls,triples,dobles,libres,status,score_global,eficiencia_ofensiva
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,48,sin fecha,sin lugar,CHICAGO BALLS,Pablo Froy,0,7,0,0,3,0,0,0,ok,7,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,48,sin fecha,sin lugar,CHICAGO BALLS,Santiago Fernández Benetti,4,3,0,0,3,0,2,0,ok,7,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,48,sin fecha,sin lugar,CHICAGO BALLS,Jeronimo Alfonsin,4,2,0,0,2,0,1,2,ok,6,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,"Bordon, Bruno",13,2,2,0,2,3,2,0,ok,17,2.6
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,"Ibañez, Franco Nicolas",11,2,1,0,2,2,2,1,ok,14,2.2
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,"Masia Irigoyen, Santiago Alois",3,5,0,1,3,1,0,0,ok,9,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,"Irigoyen, Ignacio Segundo",11,3,2,0,1,0,5,1,ok,16,1.8333333333333333
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,"Leon, Juan Ignacio",13,1,4,1,4,4,0,1,ok,19,2.6
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,"Pelorosso, Agustin",0,4,0,0,4,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,"Del Valle, Lucas",2,3,1,1,2,0,1,0,ok,7,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,"Godoy, Julian",6,2,0,0,3,2,0,0,ok,8,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,"Nicoletta, Franco",6,7,1,0,1,0,3,0,ok,14,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,"Villalba, Mauro",3,4,1,1,1,0,1,1,ok,9,1.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,LA JOTA,Nicolas Corvaro,0,3,0,1,3,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,LA JOTA,Leandro Bobbio,7,0,0,2,1,0,2,3,ok,9,1.4
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,LA JOTA,Sebastian Fonteiriz,9,6,2,0,0,2,0,3,ok,17,1.8
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,LA JOTA,Gonzalo federico Scuglia,33,5,1,2,2,6,6,3,ok,41,2.2
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,LA JOTA,Jonatan De Armas,3,5,2,1,1,0,1,1,ok,11,1.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,LA JOTA,Matias De La Mata,6,0,1,0,1,2,0,0,ok,7,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,LA JOTA,Facundo Emiliano Rodríguez	,19,2,2,0,5,4,2,3,ok,23,2.111111111111111
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Emiliano Vilas,4,8,0,0,3,0,2,0,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Juan Cruz Lorenzo,13,5,1,3,2,0,4,5,ok,22,1.4444444444444444
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Santiago Jaratz,9,7,0,1,1,2,1,1,ok,17,2.25
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Luciano Chodaszewski,0,2,0,0,2,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Agustín Samos,4,5,0,0,3,0,2,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Manuel Trevisan,9,6,1,1,1,1,3,0,ok,17,2.25
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Alejo Lopez,2,4,0,0,1,0,1,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Juan Fayer,6,5,0,0,4,0,3,0,ok,11,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Maximiliano Drab,4,4,1,0,2,0,2,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Juan Martiniano Delrio,0,1,0,0,1,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,Juan Ignacio Molina,0,3,0,1,0,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,CHICAGO BALLS,Francisco Ramos,3,2,0,0,4,1,0,0,ok,5,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,CHICAGO BALLS,Santiago Larroca,1,6,2,4,3,0,0,1,ok,13,1.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,CHICAGO BALLS,Joaquin Lopez,22,6,1,2,0,0,7,8,ok,31,1.4666666666666666
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,CHICAGO BALLS,Juan Schiaffi,4,6,0,1,0,0,2,0,ok,11,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,CHICAGO BALLS,Martin Vela,12,6,2,2,4,0,5,2,ok,22,1.7142857142857142
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,CHICAGO BALLS,Pablo Froy,5,3,1,1,1,0,2,1,ok,10,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,CHICAGO BALLS,Federico Villalba,5,4,0,0,2,1,0,2,ok,9,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,CHICAGO BALLS,Paul Edelstein,9,6,0,1,0,0,4,1,ok,16,1.8
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,CHICAGO BALLS,Jeronimo Alfonsin,4,3,0,0,0,0,2,0,ok,7,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,LAST CHANCE,Martin Jose Monteverde,15,3,1,0,1,2,3,3,ok,19,1.875
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,LAST CHANCE,Facundo Ivan Migliasso,2,7,1,2,3,0,1,0,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,LAST CHANCE,Damian Soloaga,0,5,0,1,1,0,0,0,ok,6,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,LAST CHANCE,Agustin Nadal,3,3,1,2,4,0,1,1,ok,9,1.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,LAST CHANCE,Facundo Taffarel,2,2,1,0,1,0,1,0,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,LAST CHANCE,Gabriel Marcelo Beragua,8,5,2,1,2,2,1,0,ok,16,2.6666666666666665
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,LAST CHANCE,Alvaro Manuel Mendoza,14,4,3,2,3,1,3,5,ok,23,1.5555555555555556
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,LAST CHANCE,Carlo Rafael Garcia Palavecino,4,3,1,0,3,0,2,0,ok,8,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,LAST CHANCE,Ignacio Naselli,2,6,0,1,2,0,1,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Axel Schenkelman,6,4,0,2,2,0,3,0,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Sebastian Sirlin,18,8,4,3,4,2,4,4,ok,33,1.8
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Gonzalo Mayo,14,2,2,1,4,0,5,4,ok,19,1.5555555555555556
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Ivan Wilhelm,0,4,1,1,3,0,0,0,ok,6,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Nicolas Feiguelblat,0,0,0,0,0,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Nicolas Leigborin,8,15,2,1,2,0,2,4,ok,26,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Santiago Waisman,0,1,1,0,1,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Gastón Winiar,4,4,0,2,2,0,2,0,ok,10,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Federico Teper,0,0,0,0,0,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Nicolás Chamo,9,4,0,0,1,0,2,5,ok,13,1.2857142857142858
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Tobias Frieder,6,6,0,0,2,0,3,0,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,Dylan Suvalski,0,0,0,0,0,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,PANZA VERDE,Federico Franzese,3,11,0,1,2,1,0,0,ok,15,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,PANZA VERDE,Francisco Charadia,5,8,0,0,3,0,2,1,ok,13,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,PANZA VERDE,Tomas Joaquin Vega,5,0,0,0,1,1,1,0,ok,5,2.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,PANZA VERDE,German Casanova,2,2,0,0,1,0,0,2,ok,4,1.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,PANZA VERDE,Agustin Ariel Batto,5,10,1,2,1,0,1,3,ok,18,1.25
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,PANZA VERDE,Nazareno Marangon,0,1,0,1,0,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,PANZA VERDE,Juan Manuel Marangon,0,6,0,0,1,0,0,0,ok,6,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,PANZA VERDE,Manuel Francisco Almada,7,2,0,0,1,0,3,1,ok,9,1.75
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,PANZA VERDE,Matias Compagnucci,14,7,0,2,3,1,3,5,ok,23,1.5555555555555556
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,CLUTCH PLANET,Francisco Porres,2,9,0,1,2,0,1,0,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,CLUTCH PLANET,Salvador Romano,1,3,0,0,3,0,0,1,ok,4,1.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,CLUTCH PLANET,Lucas Daniel Andrada,3,0,1,1,2,1,0,0,ok,5,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,CLUTCH PLANET,Agustin Capurro,7,3,0,1,1,1,1,2,ok,11,1.75
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,CLUTCH PLANET,Juan Lucas Gonzalez,5,8,2,1,4,1,1,0,ok,16,2.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,CLUTCH PLANET,Mauricio Pruzzo,3,8,0,1,2,1,0,0,ok,12,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,CLUTCH PLANET,Rodrigo Alejandro Perez,4,3,0,1,3,0,1,2,ok,8,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,CLUTCH PLANET,Franco Levington,4,2,0,0,3,0,2,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,CLUTCH PLANET,Juan Esteban Chen,17,8,0,0,1,1,7,0,ok,25,2.125
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,Gianluca Bobbio,2,3,2,0,0,0,1,0,ok,7,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,Nicolas Corvaro,2,5,1,3,3,0,1,0,ok,11,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,Leandro Bobbio,10,6,2,1,0,2,2,0,ok,19,2.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,Sebastian Fonteiriz,2,4,1,0,0,0,1,0,ok,7,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,Santiago Gomes,6,2,0,0,1,1,1,1,ok,8,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,Gonzalo federico Scuglia,6,3,0,0,0,2,0,0,ok,9,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,Hernan Moreyra,0,1,2,0,1,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,Jonatan De Armas,6,5,2,2,4,0,3,0,ok,15,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,Matias De La Mata,3,1,0,0,2,1,0,0,ok,4,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,Facundo Emiliano Rodríguez	,16,7,3,0,3,0,4,8,ok,26,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LITTLE HORSE,"BELLINI, LUCIANO",13,9,3,0,0,1,3,4,ok,25,1.625
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LITTLE HORSE,"BENAGHI, GUIDO",11,9,2,1,1,1,4,0,ok,23,2.2
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LITTLE HORSE,"BRUZZONE, MATÍAS",8,6,2,2,2,0,4,0,ok,18,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LITTLE HORSE,"DENDI LÓPEZ, BRUNO",2,1,0,0,5,0,1,0,ok,3,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LITTLE HORSE,"GALMARINI, FEDERICO",20,1,10,2,0,3,4,3,ok,33,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LITTLE HORSE,"LÓPEZ, ULISES",20,6,0,0,1,6,1,0,ok,26,2.857142857142857
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LITTLE HORSE,"NATALE, THIAGO",0,0,0,0,0,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LITTLE HORSE,"SLUCKA, IVÁN",2,6,1,1,4,0,1,0,ok,10,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LITTLE HORSE,"SPERONE, IVO",5,6,2,0,1,1,1,0,ok,13,2.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,PICAPIEDRAS,"Bordon, Bruno",6,6,1,2,3,0,3,0,ok,15,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,PICAPIEDRAS,"Lalueza, Marcos",2,3,3,1,1,0,1,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,PICAPIEDRAS,"Masia Irigoyen, Santiago Alois",2,4,2,0,3,0,1,0,ok,8,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,PICAPIEDRAS,"Irigoyen, Ignacio Segundo",9,2,0,1,3,0,3,3,ok,12,1.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,PICAPIEDRAS,"Leon, Juan Ignacio",12,2,0,1,3,2,1,4,ok,15,1.7142857142857142
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,PICAPIEDRAS,"Pelorosso, Agustin",0,1,0,0,3,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,PICAPIEDRAS,"Del Valle, Lucas",6,1,0,0,2,2,0,0,ok,7,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,PICAPIEDRAS,"Nicoletta, Franco",14,11,1,0,2,0,7,0,ok,26,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,PICAPIEDRAS,"Villalba, Mauro",0,0,0,0,1,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,Bautista Nuñez,0,2,1,0,0,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,Rocco Capaccioni,3,3,2,0,1,0,1,1,ok,8,1.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,Felix Scarafia,11,4,2,1,0,1,4,0,ok,18,2.2
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,Jeremias Sardon,8,4,2,0,5,0,4,0,ok,14,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,Alejo Sahagun,0,3,1,0,4,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,Atilio Cocco,3,7,1,2,5,1,0,0,ok,13,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,Iñaki Augusto Olea,10,4,0,0,3,3,0,1,ok,14,2.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,Joaquin Ortiz,0,0,1,0,0,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,Tomas García,16,1,1,1,2,5,0,1,ok,19,2.6666666666666665
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,Joaquín Villagra	,4,1,1,0,0,0,1,2,ok,6,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,FLORIDA LEGENDS,LUCA VIZIOLI,6,2,0,0,5,2,0,0,ok,8,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,FLORIDA LEGENDS,GUIDO VIZIOLI,1,0,0,0,2,0,0,1,ok,1,1.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,FLORIDA LEGENDS,OSCAR PORTES,13,8,1,1,3,0,6,1,ok,23,1.8571428571428572
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,FLORIDA LEGENDS,GERARDO LIÑEIRO,4,5,0,0,5,0,2,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,FLORIDA LEGENDS,JUAN PABLO PASCUAL,6,9,1,0,3,0,3,0,ok,16,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,FLORIDA LEGENDS,JULEN ERVITI,23,20,2,0,3,4,3,5,ok,45,1.9166666666666667
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,FLORIDA LEGENDS,IGNACIO ROJO,11,5,0,2,1,2,2,1,ok,18,2.2
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,FLORIDA LEGENDS,DARIO CUEVAS,3,1,2,1,3,0,1,1,ok,7,1.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,PICAPIEDRAS,"Proh, Marcos",6,4,2,0,3,2,0,0,ok,12,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,PICAPIEDRAS,"Bordon, Bruno",7,9,0,1,1,0,2,3,ok,17,1.4
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,PICAPIEDRAS,"Lalueza, Marcos",1,6,1,0,3,0,0,1,ok,8,1.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,PICAPIEDRAS,"Ibañez, Franco Nicolas",10,5,0,0,5,2,0,4,ok,15,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,PICAPIEDRAS,"Masia Irigoyen, Santiago Alois",2,4,0,0,2,0,1,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,PICAPIEDRAS,"Leon, Juan Ignacio",15,6,2,4,3,1,3,6,ok,27,1.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,PICAPIEDRAS,"Pelorosso, Agustin",0,2,0,1,1,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,PICAPIEDRAS,"Villalba, Mauro",2,2,0,1,2,0,1,0,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,PICAPIEDRAS,Gonzalo Sabino,5,1,1,1,1,1,1,0,ok,8,2.5
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,LITTLE HORSE,"BOB LEHMANN, JUAN IGNACIO",3,0,2,0,0,1,0,0,ok,5,3.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,LITTLE HORSE,"DENDI LÓPEZ, BRUNO",2,2,0,0,1,0,1,0,ok,4,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,LITTLE HORSE,"GALMARINI, FEDERICO",8,1,0,0,4,2,1,0,ok,9,2.6666666666666665
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,LITTLE HORSE,"LAGOS, MATEO",12,12,4,0,3,1,3,3,ok,28,1.7142857142857142
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,LITTLE HORSE,"LÓPEZ, ULISES",7,4,0,1,2,1,2,0,ok,12,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,LITTLE HORSE,"NATALE, THIAGO",5,3,5,0,1,0,2,1,ok,13,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,LITTLE HORSE,"SLUCKA, IVÁN",6,13,1,7,2,0,3,0,ok,27,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,LITTLE HORSE,"SPERONE, IVO",10,6,1,0,2,2,1,2,ok,17,2.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,HURACAN DE FERNET,Homero Iturria,0,1,0,0,4,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,HURACAN DE FERNET,Pedro Capaccioni,5,2,0,0,0,0,2,1,ok,7,1.6666666666666667
